片	区	小片	方言点	声母	韵母	调值	调类	备注
严	銅桂片		三都(江西銅鼓)	n	iɛn	13	陽平	
久	銅桂片		三都(江西銅鼓)	tɕ	iu	21	上聲	
亏	銅桂片		三都(江西銅鼓)	kʰ	ui	35	陰平	
井	銅桂片		三都(江西銅鼓)	ts	iaŋ	21	上聲	
仙	銅桂片		三都(江西銅鼓)	s	iɛn	35	陰平	
余	銅桂片		三都(江西銅鼓)	0	i	13	陽平	
作	銅桂片		三都(江西銅鼓)	ts	ɔ	53	去聲	
假	銅桂片		三都(江西銅鼓)	k	a	21	上聲	真假
催	銅桂片		三都(江西銅鼓)	tsʰ	ɛi	35	陰平	
傾	銅桂片		三都(江西銅鼓)	tɕʰ	in	35	陰平	
免	銅桂片		三都(江西銅鼓)	m	iɛn	21	上聲	
全	銅桂片		三都(江西銅鼓)	tsʰ	iɛn	13	陽平	
兩	銅桂片		三都(江西銅鼓)	l	iɔŋ	35	陰平	兒倆
冫	銅桂片		三都(江西銅鼓)	p	in	35	陰平	
判	銅桂片		三都(江西銅鼓)	pʰ	an	53	去聲	
利	銅桂片		三都(江西銅鼓)	l	i	53	去聲	
升	銅桂片		三都(江西銅鼓)	ʂ	ən	35	陰平	
印	銅桂片		三都(江西銅鼓)	0	in	53	去聲	
叔	銅桂片		三都(江西銅鼓)	ʂ	uk	1	陰入	
吸	銅桂片		三都(江西銅鼓)	tɕʰ	it	5	陽入	
告	銅桂片		三都(江西銅鼓)	k	au	53	去聲	
哥	銅桂片		三都(江西銅鼓)	k	ɔ	35	陰平	
块	銅桂片		三都(江西銅鼓)	kʰ	uai	21	上聲	
垕	銅桂片		三都(江西銅鼓)	h	ɛu	53	去聲	
墳	銅桂片		三都(江西銅鼓)	f	ən	13	陽平	
妹	銅桂片		三都(江西銅鼓)	m	ɔi	53	去聲	
姐	銅桂片		三都(江西銅鼓)	ts	ia	21	上聲	
姑	銅桂片		三都(江西銅鼓)	k	u	35	陰平	
孝	銅桂片		三都(江西銅鼓)	h	au	53	去聲	
季	銅桂片		三都(江西銅鼓)	tɕ	i	53	去聲	
害	銅桂片		三都(江西銅鼓)	h	ɔi	53	去聲	
家	銅桂片		三都(江西銅鼓)	k	a	35	陰平	
容	銅桂片		三都(江西銅鼓)	0	iəŋ	13	陽平	
寸	銅桂片		三都(江西銅鼓)	tsʰ	ən	53	去聲	
尽	銅桂片		三都(江西銅鼓)	tsʰ	in	53	去聲	
尾	銅桂片		三都(江西銅鼓)	m	i	35	陰平	
山	銅桂片		三都(江西銅鼓)	s	an	35	陰平	
左	銅桂片		三都(江西銅鼓)	ts	ɔ	21	上聲	
帐	銅桂片		三都(江西銅鼓)	tʂ	ɔŋ	53	去聲	
幼	銅桂片		三都(江西銅鼓)	0	iu	53	去聲	
张	銅桂片		三都(江西銅鼓)	tʂ	ɔŋ	35	陰平	
得	銅桂片		三都(江西銅鼓)	t	ɛk	1	陰入	
恩	銅桂片		三都(江西銅鼓)	0	ɛn	35	陰平	
感	銅桂片		三都(江西銅鼓)	k	ɔn	21	上聲	
戴	銅桂片		三都(江西銅鼓)	t	ai	53	去聲	
扁	銅桂片		三都(江西銅鼓)	p	iɛn	21	上聲	
扫	銅桂片		三都(江西銅鼓)	s	au	53	去聲	掃地
提	銅桂片		三都(江西銅鼓)	tʰ/tʰ	i/ia	13/13	陽平/陽平	文讀<br>白讀
敏	銅桂片		三都(江西銅鼓)	m	in	21	上聲	
教	銅桂片		三都(江西銅鼓)	k	au	53	去聲	教育
曉	銅桂片		三都(江西銅鼓)	ɕ	iau	21	上聲	
木	銅桂片		三都(江西銅鼓)	m	uk	1	陰入	
朱	銅桂片		三都(江西銅鼓)	tʂ	u	35	陰平	
梅	銅桂片		三都(江西銅鼓)	m	ɔi	13	陽平	
梯	銅桂片		三都(江西銅鼓)	tʰ	ɔi	35	陰平	
步	銅桂片		三都(江西銅鼓)	pʰ	u	53	去聲	
毛	銅桂片		三都(江西銅鼓)	m/m	au/au	13/35	陽平/陰平	文讀<br>白讀
油	銅桂片		三都(江西銅鼓)	0	iu	13	陽平	
潘	銅桂片		三都(江西銅鼓)	pʰ	an	35	陰平	
灭	銅桂片		三都(江西銅鼓)	m	iɛt	5	陽入	
燕	銅桂片		三都(江西銅鼓)	0	iɛn	53	去聲	
王	銅桂片		三都(江西銅鼓)	v	ɔŋ	13	陽平	
瓦	銅桂片		三都(江西銅鼓)	ŋ	a	21	上聲	
田	銅桂片		三都(江西銅鼓)	tʰ	iɛn	13	陽平	
盖	銅桂片		三都(江西銅鼓)	k	ɔi	53	去聲	
破	銅桂片		三都(江西銅鼓)	pʰ	ɔ	53	去聲	
社	銅桂片		三都(江西銅鼓)	ʂ	a	53	去聲	
禮	銅桂片		三都(江西銅鼓)	l	i	21	上聲	
禾	銅桂片		三都(江西銅鼓)	v	ɔ	13	陽平	
穅	銅桂片		三都(江西銅鼓)	kʰ	ɔŋ	35	陰平	
突	銅桂片		三都(江西銅鼓)	tʰ	ət	5	陽入	
章	銅桂片		三都(江西銅鼓)	tʂ	ɔŋ	35	陰平	
節	銅桂片		三都(江西銅鼓)	ts	iɛt	1	陰入	
粗	銅桂片		三都(江西銅鼓)	tsʰ	ɿ	35	陰平	
粪	銅桂片		三都(江西銅鼓)	f	ən	53	去聲	
絝	銅桂片		三都(江西銅鼓)	f/kʰ	u/u	53/53	去聲/去聲	白讀<br>文讀
緊	銅桂片		三都(江西銅鼓)	tɕ	in	21	上聲	
纠	銅桂片		三都(江西銅鼓)	tɕ	iu	35	陰平	
纺	銅桂片		三都(江西銅鼓)	f	ɔŋ	21	上聲	
翁	銅桂片		三都(江西銅鼓)	v	əŋ	35	陰平	
老	銅桂片		三都(江西銅鼓)	l	au	21	上聲	
肉	銅桂片		三都(江西銅鼓)	n	iuk	1	陰入	
胃	銅桂片		三都(江西銅鼓)	v	ɛi	53	去聲	
胡	銅桂片		三都(江西銅鼓)	f	u	13	陽平	
莧	銅桂片		三都(江西銅鼓)	h	an	53	去聲	
袄	銅桂片		三都(江西銅鼓)	0	au	21	上聲	
袴	銅桂片		三都(江西銅鼓)	f/kʰ	u/u	53/53	去聲/去聲	白讀<br>文讀
角	銅桂片		三都(江西銅鼓)	k	ɔk	1	陰入	
謙	銅桂片		三都(江西銅鼓)	tɕʰ	iɛn	35	陰平	
语	銅桂片		三都(江西銅鼓)	n	i	21	上聲	
说	銅桂片		三都(江西銅鼓)	ʂ	ɔt	1	陰入	小說
谦	銅桂片		三都(江西銅鼓)	tɕʰ	iɛn	35	陰平	
象	銅桂片		三都(江西銅鼓)	s	iɔŋ	53	去聲	
賭	銅桂片		三都(江西銅鼓)	t	u	21	上聲	
败	銅桂片		三都(江西銅鼓)	pʰ	ai	53	去聲	
货	銅桂片		三都(江西銅鼓)	f	ɔ	53	去聲	
运	銅桂片		三都(江西銅鼓)	0	in	53	去聲	
透	銅桂片		三都(江西銅鼓)	tʰ	ɛu	53	去聲	
酒	銅桂片		三都(江西銅鼓)	ts	iu	21	上聲	
金	銅桂片		三都(江西銅鼓)	tɕ	in	35	陰平	
露	銅桂片		三都(江西銅鼓)	l	u	53	去聲	
飞	銅桂片		三都(江西銅鼓)	f	i	35	陰平	
體	銅桂片		三都(江西銅鼓)	tʰ	i	21	上聲	
鬼	銅桂片		三都(江西銅鼓)	k	ui	21	上聲	
魚	銅桂片		三都(江西銅鼓)	ŋ	ɛ	13	陽平	
鱼	銅桂片		三都(江西銅鼓)	ŋ	ɛ	13	陽平	
鵝	銅桂片		三都(江西銅鼓)	ŋ	ɔ	13	陽平	
鸟	銅桂片		三都(江西銅鼓)	t	iau	35	陰平	
鸭	銅桂片		三都(江西銅鼓)	0	at	1	陰入	
鹵	銅桂片		三都(江西銅鼓)	l	u	35	陰平	
黑	銅桂片		三都(江西銅鼓)	h	ɛk	1	陰入	
一	铜桂片		三都(江西铜鼓)	0	it	1	阴入	
七	铜桂片		三都(江西铜鼓)	tsʰ	it	1	阴入	
丄	铜桂片		三都(江西铜鼓)	ʂ	ɔŋ	35	阴平	上山
丅	铜桂片		三都(江西铜鼓)	h	a	35	阴平	方位
丈	铜桂片		三都(江西铜鼓)	tʂʰ	ɔŋ	53	去声	
上	铜桂片		三都(江西铜鼓)	ʂ	ɔŋ	53	去声	上面
下	铜桂片		三都(江西铜鼓)	h	a	35	阴平	方位
不	铜桂片		三都(江西铜鼓)	p	ət	1	阴入	
世	铜桂片		三都(江西铜鼓)	ʂ	ʅ	53	去声	
丗	铜桂片		三都(江西铜鼓)	ʂ	ʅ	53	去声	
丘	铜桂片		三都(江西铜鼓)	tɕʰ	iu	35	阴平	
业	铜桂片		三都(江西铜鼓)	n	iɛt	5	阳入	
东	铜桂片		三都(江西铜鼓)	t	əŋ	35	阴平	
丝	铜桂片		三都(江西铜鼓)	s	ɿ	35	阴平	
丠	铜桂片		三都(江西铜鼓)	tɕʰ	iu	35	阴平	
两	铜桂片		三都(江西铜鼓)	l	iɔŋ	35	阴平	儿俩
中	铜桂片		三都(江西铜鼓)	tʂ	əŋ	35	阴平	中间
丸	铜桂片		三都(江西铜鼓)	0	iɛn	13	阳平	
主	铜桂片		三都(江西铜鼓)	tʂ	u	21	上声	
丼	铜桂片		三都(江西铜鼓)	ts	iaŋ	21	上声	
义	铜桂片		三都(江西铜鼓)	n	i	53	去声	
之	铜桂片		三都(江西铜鼓)	tʂ	ʅ	35	阴平	
乌	铜桂片		三都(江西铜鼓)	v	u	35	阴平	
乏	铜桂片		三都(江西铜鼓)	f	at	1	阴入	
乖	铜桂片		三都(江西铜鼓)	k	uai	35	阴平	
九	铜桂片		三都(江西铜鼓)	tɕ	iu	21	上声	
习	铜桂片		三都(江西铜鼓)	s	it	1	阴入	
乡	铜桂片		三都(江西铜鼓)	ɕ	iɔŋ	35	阴平	
书	铜桂片		三都(江西铜鼓)	ʂ	u	35	阴平	
买	铜桂片		三都(江西铜鼓)	m	ai	35	阴平	
乱	铜桂片		三都(江西铜鼓)	l	ɔn	53	去声	
亂	铜桂片		三都(江西铜鼓)	l	ɔn	53	去声	
了	铜桂片		三都(江西铜鼓)	l	iau	21	上声	
事	铜桂片		三都(江西铜鼓)	s	ɿ	53	去声	
二	铜桂片		三都(江西铜鼓)	n	i	53	去声	
五	铜桂片		三都(江西铜鼓)	0	ŋ	21	上声	
亖	铜桂片		三都(江西铜鼓)	s	i	53	去声	
交	铜桂片		三都(江西铜鼓)	k	au	35	阴平	
产	铜桂片		三都(江西铜鼓)	tsʰ	an	21	上声	
亲	铜桂片		三都(江西铜鼓)	tsʰ	in	35	阴平	
人	铜桂片		三都(江西铜鼓)	n	in	13	阳平	
从	铜桂片		三都(江西铜鼓)	tsʰ	əŋ	13	阳平	从来
仓	铜桂片		三都(江西铜鼓)	tsʰ	ɔŋ	35	阴平	
代	铜桂片		三都(江西铜鼓)	tʰ	ɔi	53	去声	
以	铜桂片		三都(江西铜鼓)	0	i	21	上声	
件	铜桂片		三都(江西铜鼓)	tɕʰ	iɛn	53	去声	
任	铜桂片		三都(江西铜鼓)	n	in	53	去声	责任
休	铜桂片		三都(江西铜鼓)	ɕ	iu	35	阴平	
会	铜桂片		三都(江西铜鼓)	f	ɛi	53	去声	开会
伞	铜桂片		三都(江西铜鼓)	s	an	21	上声	
伟	铜桂片		三都(江西铜鼓)	v	ɛi	21	上声	
伤	铜桂片		三都(江西铜鼓)	ʂ	ɔŋ	35	阴平	
伯	铜桂片		三都(江西铜鼓)	p	ak	1	阴入	
伴	铜桂片		三都(江西铜鼓)	pʰ	an	53	去声	
位	铜桂片		三都(江西铜鼓)	v	ɛi	53	去声	
低	铜桂片		三都(江西铜鼓)	t	ɛ	35	阴平	
住	铜桂片		三都(江西铜鼓)	tʂʰ	u	53	去声	
佛	铜桂片		三都(江西铜鼓)	f	ət	5	阳入	
使	铜桂片		三都(江西铜鼓)	s	ɿ	21	上声	
來	铜桂片		三都(江西铜鼓)	l	ɔi	13	阳平	
例	铜桂片		三都(江西铜鼓)	l	i	53	去声	
俗	铜桂片		三都(江西铜鼓)	s	iuk	5	阳入	
信	铜桂片		三都(江西铜鼓)	s	in	53	去声	
修	铜桂片		三都(江西铜鼓)	s	iu	35	阴平	
俻	铜桂片		三都(江西铜鼓)	pʰ	i	53	去声	
倉	铜桂片		三都(江西铜鼓)	tsʰ	ɔŋ	35	阴平	
倍	铜桂片		三都(江西铜鼓)	pʰ	i	53	去声	
借	铜桂片		三都(江西铜鼓)	ts	ia	53	去声	
债	铜桂片		三都(江西铜鼓)	ts	ai	53	去声	
倾	铜桂片		三都(江西铜鼓)	tɕʰ	in	35	阴平	
偉	铜桂片		三都(江西铜鼓)	v	ɛi	21	上声	
偏	铜桂片		三都(江西铜鼓)	pʰ	iɛn	35	阴平	
停	铜桂片		三都(江西铜鼓)	tʰ	in	13	阳平	
健	铜桂片		三都(江西铜鼓)	tɕʰ	iɛn	53	去声	
偪	铜桂片		三都(江西铜鼓)	p	it	1	阴入	
偷	铜桂片		三都(江西铜鼓)	tʰ	ɛu	35	阴平	
傑	铜桂片		三都(江西铜鼓)	tɕʰ	iɛt	5	阳入	
傘	铜桂片		三都(江西铜鼓)	s	an	21	上声	
備	铜桂片		三都(江西铜鼓)	pʰ	i	53	去声	
傲	铜桂片		三都(江西铜鼓)	ŋ	au	53	去声	
債	铜桂片		三都(江西铜鼓)	ts	ai	53	去声	
傷	铜桂片		三都(江西铜鼓)	ʂ	ɔŋ	35	阴平	
僊	铜桂片		三都(江西铜鼓)	s	iɛn	35	阴平	
像	铜桂片		三都(江西铜鼓)	tsʰ	iɔŋ	53	去声	像不像
儛	铜桂片		三都(江西铜鼓)	v	u	21	上声	
允	铜桂片		三都(江西铜鼓)	0	in	21	上声	
元	铜桂片		三都(江西铜鼓)	n	iɛn	13	阳平	
兄	铜桂片		三都(江西铜鼓)	ɕ	iaŋ	35	阴平	
先	铜桂片		三都(江西铜鼓)	s	iɛn	35	阴平	
光	铜桂片		三都(江西铜鼓)	k	ɔŋ	35	阴平	
兒	铜桂片		三都(江西铜鼓)	0	ə	13	阳平	
兔	铜桂片		三都(江西铜鼓)	tʰ	u	53	去声	
兜	铜桂片		三都(江西铜鼓)	t	ɛu	35	阴平	
入	铜桂片		三都(江西铜鼓)	n	it	5	阳入	
八	铜桂片		三都(江西铜鼓)	p	at	1	阴入	
公	铜桂片		三都(江西铜鼓)	k	əŋ	35	阴平	
六	铜桂片		三都(江西铜鼓)	l	iuk	1	阴入	
兰	铜桂片		三都(江西铜鼓)	l	an	13	阳平	
共	铜桂片		三都(江西铜鼓)	kʰ	əŋ	53	去声	
关	铜桂片		三都(江西铜鼓)	k	uan	35	阴平	
兴	铜桂片		三都(江西铜鼓)	ɕ	in	35	阴平	兴旺
兵	铜桂片		三都(江西铜鼓)	p	in	35	阴平	
具	铜桂片		三都(江西铜鼓)	tɕʰ	i	53	去声	
兼	铜桂片		三都(江西铜鼓)	tɕ	iɛn	35	阴平	
写	铜桂片		三都(江西铜鼓)	s	ia	21	上声	
军	铜桂片		三都(江西铜鼓)	tɕ	in	35	阴平	
农	铜桂片		三都(江西铜鼓)	n	əŋ	13	阳平	
冤	铜桂片		三都(江西铜鼓)	0	iɛn	35	阴平	
冬	铜桂片		三都(江西铜鼓)	t	əŋ	35	阴平	
冰	铜桂片		三都(江西铜鼓)	p	in	35	阴平	
冲	铜桂片		三都(江西铜鼓)	tʂʰ	əŋ	35	阴平	
准	铜桂片		三都(江西铜鼓)	tʂ	ən	21	上声	
凉	铜桂片		三都(江西铜鼓)	l	iɔŋ	13	阳平	
凡	铜桂片		三都(江西铜鼓)	f	an	13	阳平	
凤	铜桂片		三都(江西铜鼓)	f	əŋ	53	去声	
凶	铜桂片		三都(江西铜鼓)	ɕ	iəŋ	35	阴平	
凷	铜桂片		三都(江西铜鼓)	kʰ	uai	21	上声	
凿	铜桂片		三都(江西铜鼓)	tsʰ	ɔk	5	阳入	
刀	铜桂片		三都(江西铜鼓)	t	au	35	阴平	
分	铜桂片		三都(江西铜鼓)	f	ən	35	阴平	
切	铜桂片		三都(江西铜鼓)	tsʰ	iɛt	1	阴入	
刘	铜桂片		三都(江西铜鼓)	l	iu	13	阳平	
初	铜桂片		三都(江西铜鼓)	tsʰ	ɿ	35	阴平	
別	铜桂片		三都(江西铜鼓)	pʰ	iɛt	5	阳入	
刮	铜桂片		三都(江西铜鼓)	k	uat	1	阴入	
到	铜桂片		三都(江西铜鼓)	t	au	53	去声	
刷	铜桂片		三都(江西铜鼓)	ts	ɔt	1	阴入	
刻	铜桂片		三都(江西铜鼓)	kʰ	ɛk	1	阴入	
削	铜桂片		三都(江西铜鼓)	s	iɔk	1	阴入	
前	铜桂片		三都(江西铜鼓)	tsʰ	iɛn	13	阳平	
剝	铜桂片		三都(江西铜鼓)	p	ɔk	1	阴入	
剪	铜桂片		三都(江西铜鼓)	ts	iɛn	21	上声	
割	铜桂片		三都(江西铜鼓)	k	ɔt	1	阴入	
劉	铜桂片		三都(江西铜鼓)	l	iu	13	阳平	
劍	铜桂片		三都(江西铜鼓)	tɕ	iɛn	53	去声	
劒	铜桂片		三都(江西铜鼓)	tɕ	iɛn	53	去声	
劔	铜桂片		三都(江西铜鼓)	tɕ	iɛn	53	去声	
力	铜桂片		三都(江西铜鼓)	l	it	5	阳入	
劝	铜桂片		三都(江西铜鼓)	tɕʰ	iɛn	53	去声	
办	铜桂片		三都(江西铜鼓)	pʰ	an	53	去声	
加	铜桂片		三都(江西铜鼓)	k	a	35	阴平	
动	铜桂片		三都(江西铜鼓)	tʰ	əŋ	35	阴平	
助	铜桂片		三都(江西铜鼓)	tsʰ	ɿ	53	去声	
効	铜桂片		三都(江西铜鼓)	h	au	53	去声	
勋	铜桂片		三都(江西铜鼓)	ɕ	in	35	阴平	
動	铜桂片		三都(江西铜鼓)	tʰ	əŋ	35	阴平	
勛	铜桂片		三都(江西铜鼓)	ɕ	in	35	阴平	
勤	铜桂片		三都(江西铜鼓)	tɕʰ	in	13	阳平	
勳	铜桂片		三都(江西铜鼓)	ɕ	in	35	阴平	
勸	铜桂片		三都(江西铜鼓)	tɕʰ	iɛn	53	去声	
包	铜桂片		三都(江西铜鼓)	p	au	35	阴平	
化	铜桂片		三都(江西铜鼓)	f	a	53	去声	
北	铜桂片		三都(江西铜鼓)	p	ɛk	1	阴入	
匪	铜桂片		三都(江西铜鼓)	f	ɛi	21	上声	
匹	铜桂片		三都(江西铜鼓)	pʰ	it	1	阴入	
区	铜桂片		三都(江西铜鼓)	tɕʰ	i	35	阴平	
區	铜桂片		三都(江西铜鼓)	tɕʰ	i	35	阴平	
十	铜桂片		三都(江西铜鼓)	ʂ	ət	5	阳入	
千	铜桂片		三都(江西铜鼓)	tsʰ	iɛn	35	阴平	
半	铜桂片		三都(江西铜鼓)	p	an	53	去声	
华	铜桂片		三都(江西铜鼓)	f	a	35	阴平	
协	铜桂片		三都(江西铜鼓)	ɕ	iɛt	1	阴入	
協	铜桂片		三都(江西铜鼓)	ɕ	iɛt	1	阴入	
单	铜桂片		三都(江西铜鼓)	t	an	35	阴平	
卖	铜桂片		三都(江西铜鼓)	m	ai	53	去声	
南	铜桂片		三都(江西铜鼓)	n	an	13	阳平	
博	铜桂片		三都(江西铜鼓)	p	ɔk	1	阴入	
卤	铜桂片		三都(江西铜鼓)	s	i	35	阴平	
卥	铜桂片		三都(江西铜鼓)	s	i	35	阴平	
卫	铜桂片		三都(江西铜鼓)	v	ɛi	53	去声	
压	铜桂片		三都(江西铜鼓)	0	at	1	阴入	
厚	铜桂片		三都(江西铜鼓)	h	ɛu	53	去声	
原	铜桂片		三都(江西铜鼓)	n	iɛn	13	阳平	
叉	铜桂片		三都(江西铜鼓)	tsʰ	a	35	阴平	
及	铜桂片		三都(江西铜鼓)	tɕʰ	it	5	阳入	
双	铜桂片		三都(江西铜鼓)	s	əŋ	35	阴平	
受	铜桂片		三都(江西铜鼓)	ʂ	u	53	去声	
变	铜桂片		三都(江西铜鼓)	p	iɛn	53	去声	
叚	铜桂片		三都(江西铜鼓)	k	a	21	上声	真假
叛	铜桂片		三都(江西铜鼓)	pʰ	an	53	去声	
口	铜桂片		三都(江西铜鼓)	kʰ	ɛu	21	上声	
叫	铜桂片		三都(江西铜鼓)	tɕ	iau	53	去声	
可	铜桂片		三都(江西铜鼓)	kʰ	ɔ	21	上声	
叶	铜桂片		三都(江西铜鼓)	ɕ	iɛt	1	阴入	
各	铜桂片		三都(江西铜鼓)	k	ɔk	1	阴入	
合	铜桂片		三都(江西铜鼓)	h	at	5	阳入	
名	铜桂片		三都(江西铜鼓)	m/m	iaŋ/in	13/13	阳平/阳平	白读<br>文读
吓	铜桂片		三都(江西铜鼓)	h	ak	1	阴入	
吞	铜桂片		三都(江西铜鼓)	tʰ	ən	35	阴平	
含	铜桂片		三都(江西铜鼓)	h	an	5	阳入	
启	铜桂片		三都(江西铜鼓)	tɕʰ	i	21	上声	
吳	铜桂片		三都(江西铜鼓)	0	ŋ	13	阳平	
吹	铜桂片		三都(江西铜鼓)	tʂʰ	ɛ	35	阴平	
呂	铜桂片		三都(江西铜鼓)	l	i	35	阴平	
周	铜桂片		三都(江西铜鼓)	tʂ	u	35	阴平	
呪	铜桂片		三都(江西铜鼓)	tʂ	u	53	去声	
味	铜桂片		三都(江西铜鼓)	v	i	53	去声	
命	铜桂片		三都(江西铜鼓)	m/m	iaŋ/in	53/53	去声/去声	白读<br>文读
哀	铜桂片		三都(江西铜鼓)	0	ɔi	35	阴平	
品	铜桂片		三都(江西铜鼓)	pʰ	in	21	上声	
响	铜桂片		三都(江西铜鼓)	ɕ	iɔŋ	21	上声	
唆	铜桂片		三都(江西铜鼓)	s	ɔ	35	阴平	
唱	铜桂片		三都(江西铜鼓)	tʂʰ	ɔŋ	53	去声	
問	铜桂片		三都(江西铜鼓)	v	ən	53	去声	
啓	铜桂片		三都(江西铜鼓)	tɕʰ	i	21	上声	
啟	铜桂片		三都(江西铜鼓)	tɕʰ	i	21	上声	
善	铜桂片		三都(江西铜鼓)	ʂ	ɛn	53	去声	
喉	铜桂片		三都(江西铜鼓)	h	ɛu	13	阳平	
喊	铜桂片		三都(江西铜鼓)	h	an	21	上声	
喜	铜桂片		三都(江西铜鼓)	ɕ	i	21	上声	
單	铜桂片		三都(江西铜鼓)	t	an	35	阴平	
嘗	铜桂片		三都(江西铜鼓)	ʂ	ɔŋ	13	阳平	
噏	铜桂片		三都(江西铜鼓)	tɕʰ	it	5	阳入	
器	铜桂片		三都(江西铜鼓)	tɕʰ	i	53	去声	
嚇	铜桂片		三都(江西铜鼓)	h	ak	1	阴入	
嚴	铜桂片		三都(江西铜鼓)	n	iɛn	13	阳平	
四	铜桂片		三都(江西铜鼓)	s	i	53	去声	
回	铜桂片		三都(江西铜鼓)	f	ɛi	13	阳平	
因	铜桂片		三都(江西铜鼓)	0	in	35	阴平	
团	铜桂片		三都(江西铜鼓)	tʰ	ɔn	13	阳平	
囪	铜桂片		三都(江西铜鼓)	tsʰ/tsʰ	ɔŋ/əŋ	35/35	阴平/阴平	文读<br>白读
困	铜桂片		三都(江西铜鼓)	kʰ	un	53	去声	
围	铜桂片		三都(江西铜鼓)	v	ɛi	13	阳平	
国	铜桂片		三都(江西铜鼓)	k	uɛk	1	阴入	
图	铜桂片		三都(江西铜鼓)	tʰ	u	13	阳平	
圆	铜桂片		三都(江西铜鼓)	0	iɛn	13	阳平	
國	铜桂片		三都(江西铜鼓)	k	uɛk	1	阴入	
圍	铜桂片		三都(江西铜鼓)	v	ɛi	13	阳平	
圓	铜桂片		三都(江西铜鼓)	0	iɛn	13	阳平	
圖	铜桂片		三都(江西铜鼓)	tʰ	u	13	阳平	
團	铜桂片		三都(江西铜鼓)	tʰ	ɔn	13	阳平	
圜	铜桂片		三都(江西铜鼓)	0	iɛn	13	阳平	
土	铜桂片		三都(江西铜鼓)	tʰ	u	21	上声	
地	铜桂片		三都(江西铜鼓)	tʰ	i	53	去声	
坐	铜桂片		三都(江西铜鼓)	tsʰ	ɔ	35	阴平	
