正體	省写	/IPA/	[IPA]	注释
知	知	tsɿ˥	tsɿᵊ˦˥	
支	支	tsɿ˥	tsɿᵊ˦˥	
枝	枝	tsɿ˥	tsɿᵊ˦˥	
肢	肢	tsɿ˥	tsɿᵊ˦˥	
吱	吱	tsɿ˥	tsɿᵊ˦˥	
資	资	tsɿ˥	tsɿᵊ˦˥	
姿	姿	tsɿ˥	tsɿᵊ˦˥	
咨	咨	tsɿ˥	tsɿᵊ˦˥	
諮	谘	tsɿ˥	tsɿᵊ˦˥	
孜	孜	tsɿ˥	tsɿᵊ˦˥	
滋	滋	tsɿ˥	tsɿᵊ˦˥	
嗞	嗞	tsɿ˥	tsɿᵊ˦˥	
茲	茲	tsɿ˥	tsɿᵊ˦˥	
輜	辎	tsɿ˥	tsɿᵊ˦˥	
錙	锱	tsɿ˥	tsɿᵊ˦˥	
之	之	tsɿ˥	tsɿᵊ˦˥	
芝	芝	tsɿ˥	tsɿᵊ˦˥	
隻	只	tsɿ˥	tsɿᵊ˦˥	
氏	氏	tsɿ˥	tsɿᵊ˦˥	大月~
撕	撕	tsɿ˥	tsɿᵊ˦˥	白读
脂	脂	tsɿ˥	tsɿᵊ˦˥	
酯	酯	tsɿ˥	tsɿᵊ˦˥	
這	这	tsɿ˥	tsɿᵊ˦˥	白读
摯	挚	tsɿ˨˩	tsɿᵊ˨˩	
執	执	tsɿ˨˩	tsɿᵊ˨˩	
侄	侄	tsɿ˨˩	tsɿᵊ˨˩	
姪	姪	tsɿ˨˩	tsɿᵊ˨˩	
質	质	tsɿ˨˩	tsɿᵊ˨˩	
炙	炙	tsɿ˨˩	tsɿᵊ˨˩	
直	直	tsɿ˨˩	tsɿᵊ˨˩	
值	值	tsɿ˨˩	tsɿᵊ˨˩	
殖	殖	tsɿ˨˩	tsɿᵊ˨˩	
植	植	tsɿ˨˩	tsɿᵊ˨˩	
置	置	tsɿ˨˩	tsɿᵊ˨˩	位~
窒	窒	tsɿ˨˩	tsɿᵊ˨˩	
只	只	tsɿ˨˩	tsɿᵊ˨˩	~差
織	织	tsɿ˨˩	tsɿᵊ˨˩	
熾	炽	tsɿ˨˩	tsɿᵊ˨˩	
職	职	tsɿ˨˩	tsɿᵊ˨˩	
擲	掷	tsɿ˨˩	tsɿᵊ˨˩	
陟	陟	tsɿ˨˩	tsɿᵊ˨˩	
指	指	tsɿ˨˩	tsɿᵊ˨˩	~头；~甲
紙	纸	tsɿ˦˨	tsɿᵊ˦˧	
只	只	tsɿ˦˨	tsɿᵊ˦˧	
幟	帜	tsɿ˦˨	tsɿᵊ˦˧	
旨	旨	tsɿ˦˨	tsɿᵊ˦˧	
指	指	tsɿ˦˨	tsɿᵊ˦˧	
滓	滓	tsɿ˦˨	tsɿᵊ˦˧	
止	止	tsɿ˦˨	tsɿᵊ˦˧	
趾	趾	tsɿ˦˨	tsɿᵊ˦˧	
址	址	tsɿ˦˨	tsɿᵊ˦˧	
祉	祉	tsɿ˦˨	tsɿᵊ˦˧	
子	子	tsɿ˦˨	tsɿᵊ˦˧	
仔	仔	tsɿ˦˨	tsɿᵊ˦˧	
梓	梓	tsɿ˦˨	tsɿᵊ˦˧	
紫	紫	tsɿ˦˨	tsɿᵊ˦˧	
姊	姊	tsɿ˦˨	tsɿᵊ˦˧	
制	制	tsɿ˩˧	tsɿᵊ˨˦	
製	制	tsɿ˩˧	tsɿᵊ˨˦	
摯	挚	tsɿ˩˧	tsɿᵊ˨˦	
蟄	蛰	tsɿ˩˧	tsɿᵊ˨˦	
智	智	tsɿ˩˧	tsɿᵊ˨˦	
雉	雉	tsɿ˩˧	tsɿᵊ˨˦	
稚	稚	tsɿ˩˧	tsɿᵊ˨˦	
至	至	tsɿ˩˧	tsɿᵊ˨˦	
致	致	tsɿ˩˧	tsɿᵊ˨˦	
窒	窒	tsɿ˩˧	tsɿᵊ˨˦	
痔	痔	tsɿ˩˧	tsɿᵊ˨˦	
治	治	tsɿ˩˧	tsɿᵊ˨˦	
字	字	tsɿ˩˧	tsɿᵊ˨˦	
志	志	tsɿ˩˧	tsɿᵊ˨˦	
痣	痣	tsɿ˩˧	tsɿᵊ˨˦	
置	置	tsɿ˩˧	tsɿᵊ˨˦	
自	自	tsɿ˩˧	tsɿᵊ˨˦	
翅	翅	tsɿ˩˧	tsɿᵊ˨˦	~拐
恣	恣	tsɿ˩˧	tsɿᵊ˨˦	
牸	牸	tsɿ˩˧	tsɿᵊ˨˦	
豸	豸	tsɿ˩˧	tsɿᵊ˨˦	
巳	巳	tsɿ˩˧	tsɿᵊ˨˦	
差	差	tsʰɿ˥	tsʰɿᵊ˦˥	参~
齜	龇	tsʰɿ˥	tsʰɿᵊ˦˥	
呲	呲	tsʰɿ˥	tsʰɿᵊ˦˥	
癡	痴	tsʰɿ˥	tsʰɿᵊ˦˥	
嗤	嗤	tsʰɿ˥	tsʰɿᵊ˦˥	
摛	摛	tsʰɿ˥	tsʰɿᵊ˦˥	
攡	攡	tsʰɿ˥	tsʰɿᵊ˦˥	
肢	肢	tsʰɿ˥	tsʰɿᵊ˦˥	夹~孔
齒	齿	tsʰɿ˥	tsʰɿᵊ˦˥	牙~
雌	雌	tsʰɿ˨˩	tsʰɿᵊ˨˩	
疵	疵	tsʰɿ˨˩	tsʰɿᵊ˨˩	
池	池	tsʰɿ˨˩	tsʰɿᵊ˨˩	
馳	驰	tsʰɿ˨˩	tsʰɿᵊ˨˩	
茨	茨	tsʰɿ˨˩	tsʰɿᵊ˨˩	
瓷	瓷	tsʰɿ˨˩	tsʰɿᵊ˨˩	
餈	餈	tsʰɿ˨˩	tsʰɿᵊ˨˩	
粢	粢	tsʰɿ˨˩	tsʰɿᵊ˨˩	
遲	迟	tsʰɿ˨˩	tsʰɿᵊ˨˩	
持	持	tsʰɿ˨˩	tsʰɿᵊ˨˩	
慈	慈	tsʰɿ˨˩	tsʰɿᵊ˨˩	
磁	磁	tsʰɿ˨˩	tsʰɿᵊ˨˩	
糍	糍	tsʰɿ˨˩	tsʰɿᵊ˨˩	
辭	辞	tsʰɿ˨˩	tsʰɿᵊ˨˩	
詞	词	tsʰɿ˨˩	tsʰɿᵊ˨˩	
祠	祠	tsʰɿ˨˩	tsʰɿᵊ˨˩	
秩	秩	tsʰɿ˨˩	tsʰɿᵊ˨˩	
赤	赤	tsʰɿ˨˩	tsʰɿᵊ˨˩	
斥	斥	tsʰɿ˨˩	tsʰɿᵊ˨˩	
尺	尺	tsʰɿ˨˩	tsʰɿᵊ˨˩	
齒	齿	tsʰɿ˨˩	tsʰɿᵊ˨˩	咬牙切~
吃	吃	tsʰɿ˨˩	tsʰɿᵊ˨˩	
喫	吃	tsʰɿ˨˩	tsʰɿᵊ˨˩	
叱	叱	tsʰɿ˨˩	tsʰɿᵊ˨˩	
此	此	tsʰɿ˦˨	tsʰɿᵊ˦˧	
齒	齿	tsʰɿ˦˨	tsʰɿᵊ˦˧	
恥	恥	tsʰɿ˦˨	tsʰɿᵊ˦˧	
侈	侈	tsʰɿ˦˨	tsʰɿᵊ˦˧	
刺	刺	tsʰɿ˩˧	tsʰɿᵊ˨˦	
賜	赐	tsʰɿ˩˧	tsʰɿᵊ˨˦	
滯	滞	tsʰɿ˩˧	tsʰɿᵊ˨˦	
掣	掣	tsʰɿ˩˧	tsʰɿᵊ˨˦	
翅	翅	tsʰɿ˩˧	tsʰɿᵊ˨˦	~膀
次	次	tsʰɿ˩˧	tsʰɿᵊ˨˦	
秩	秩	tsʰɿ˩˧	tsʰɿᵊ˨˦	~序
伺	伺	tsʰɿ˩˧	tsʰɿᵊ˨˦	
斯	斯	sɿ˥	sɿᵊ˦˥	
撕	撕	sɿ˥	sɿᵊ˦˥	文读
廝	厮	sɿ˥	sɿᵊ˦˥	
施	施	sɿ˥	sɿᵊ˦˥	
尸	尸	sɿ˥	sɿᵊ˦˥	
屍	屍	sɿ˥	sɿᵊ˦˥	
師	师	sɿ˥	sɿᵊ˦˥	
獅	狮	sɿ˥	sɿᵊ˦˥	
詩	诗	sɿ˥	sɿᵊ˦˥	
司	司	sɿ˥	sɿᵊ˦˥	
絲	丝	sɿ˥	sɿᵊ˦˥	
私	私	sɿ˥	sɿᵊ˦˥	
厶	厶	sɿ˥	sɿᵊ˦˥	
思	思	sɿ˥	sɿᵊ˦˥	
石	石	sɿ˥	sɿᵊ˦˥	霉~烂冚
匙	匙	sɿ˥	sɿᵊ˦˥	钥~
匙	匙	sɿ˨˩	sɿᵊ˨˩	
時	时	sɿ˨˩	sɿᵊ˨˩	
濕	湿	sɿ˨˩	sɿᵊ˨˩	
十	十	sɿ˨˩	sɿᵊ˨˩	
什	什	sɿ˨˩	sɿᵊ˨˩	
拾	拾	sɿ˨˩	sɿᵊ˨˩	
實	实	sɿ˨˩	sɿᵊ˨˩	
失	失	sɿ˨˩	sɿᵊ˨˩	
室	室	sɿ˨˩	sɿᵊ˨˩	
食	食	sɿ˨˩	sɿᵊ˨˩	
蝕	蚀	sɿ˨˩	sɿᵊ˨˩	
噬	噬	sɿ˨˩	sɿᵊ˨˩	
識	识	sɿ˨˩	sɿᵊ˨˩	
適	适	sɿ˨˩	sɿᵊ˨˩	
釋	释	sɿ˨˩	sɿᵊ˨˩	
石	石	sɿ˨˩	sɿᵊ˨˩	
式	式	sɿ˨˩	sɿᵊ˨˩	~子；各~各样
軾	轼	sɿ˨˩	sɿᵊ˨˩	
拭	拭	sɿ˨˩	sɿᵊ˨˩	
使	使	sɿ˦˨	sɿᵊ˦˧	
史	史	sɿ˦˨	sɿᵊ˦˧	
始	始	sɿ˦˨	sɿᵊ˦˧	
屎	屎	sɿ˦˨	sɿᵊ˦˧	
死	死	sɿ˦˨	sɿᵊ˦˧	
矢	矢	sɿ˦˨	sɿᵊ˦˧	
鼠	鼠	sɿ˦˨	sɿᵊ˦˧	兔眉~眼
世	世	sɿ˩˧	sɿᵊ˨˦	
勢	势	sɿ˩˧	sɿᵊ˨˦	
誓	誓	sɿ˩˧	sɿᵊ˨˦	
逝	逝	sɿ˩˧	sɿᵊ˨˦	
似	似	sɿ˩˧	sɿᵊ˨˦	
姒	姒	sɿ˩˧	sɿᵊ˨˦	
祀	祀	sɿ˩˧	sɿᵊ˨˦	
適	适	sɿ˩˧	sɿᵊ˨˦	合~；惯~，指溺爱小孩
士	士	sɿ˩˧	sɿᵊ˨˦	
仕	仕	sɿ˩˧	sɿᵊ˨˦	
市	市	sɿ˩˧	sɿᵊ˨˦	
柿	柿	sɿ˩˧	sɿᵊ˨˦	
豉	豉	sɿ˩˧	sɿᵊ˨˦	
是	是	sɿ˩˧	sɿᵊ˨˦	
俟	俟	sɿ˩˧	sɿᵊ˨˦	
寺	寺	sɿ˩˧	sɿᵊ˨˦	
侍	侍	sɿ˩˧	sɿᵊ˨˦	
恃	恃	sɿ˩˧	sɿᵊ˨˦	
飼	饲	sɿ˩˧	sɿᵊ˨˦	
祠	祠	sɿ˩˧	sɿᵊ˨˦	阳明~
飾	饰	sɿ˩˧	sɿᵊ˨˦	
事	事	sɿ˩˧	sɿᵊ˨˦	
式	式	sɿ˩˧	sɿᵊ˨˦	
試	试	sɿ˩˧	sɿᵊ˨˦	
駟	驷	sɿ˩˧	sɿᵊ˨˦	
四	四	sɿ˩˧	sɿᵊ˨˦	
肆	肆	sɿ˩˧	sɿᵊ˨˦	
亖	亖	sɿ˩˧	sɿᵊ˨˦	
示	示	sɿ˩˧	sɿᵊ˨˦	
氏	氏	sɿ˩˧	sɿᵊ˨˦	
嗜	嗜	sɿ˩˧	sɿᵊ˨˦	
日	日	zɿ˨˩	zɿᵊ˨˩	
入	入	zɿ˨˩	zɿᵊ˨˩	性交，粗语
㒲	㒲	zɿ˨˩	zɿᵊ˨˩	性交，粗语
肏	肏	zɿ˨˩	zɿᵊ˨˩	性交，粗语
尿	尿	sʮ˥	sʮ˦˥	催尿声
噓	嘘	sʮ˥	sʮ˦˥	语气词，提醒他人保持安静
啐	啐	tsʰʮ˦˨	tsʰʮ˦˧	语气词，撵走人或动物
嗶	哔	pi˥	pi˦˥	拉丁字母B
筆	笔	pi˨˩	pi˨˩	
潷	滗	pi˨˩	pi˨˩	
畢	毕	pi˨˩	pi˨˩	
蓽	荜	pi˨˩	pi˨˩	
篳	筚	pi˨˩	pi˨˩	
嗶	哔	pi˨˩	pi˨˩	
毗	毗	pi˨˩	pi˨˩	~那，即织金
鉍	铋	pi˨˩	pi˨˩	
䖩	䖩	pi˨˩	pi˨˩	
怭	怭	pi˨˩	pi˨˩	
必	必	pi˨˩	pi˨˩	
鼻	鼻	pi˨˩	pi˨˩	
逼	逼	pi˨˩	pi˨˩	
璧	璧	pi˨˩	pi˨˩	
壁	壁	pi˨˩	pi˨˩	
碧	碧	pi˨˩	pi˨˩	
比	比	pi˦˨	pi˦˧	
閉	闭	pi˩˧	pi˨˦	
箄	箅	pi˩˧	pi˨˦	
蓖	蓖	pi˩˧	pi˨˦	
弊	弊	pi˩˧	pi˨˦	
幣	币	pi˩˧	pi˨˦	文读
斃	毙	pi˩˧	pi˨˦	
避	避	pi˩˧	pi˨˦	
備	备	pi˩˧	pi˨˦	
憊	惫	pi˩˧	pi˨˦	
被	被	pi˩˧	pi˨˦	
鼻	鼻	pi˩˧	pi˨˦	鼻~，儿语，鼻涕
濞	濞	pi˩˧	pi˨˦	
𤻖	𤻖	pi˩˧	pi˨˦	
磇	磇	pʰi˥	pʰi˦˥	
砒	砒	pʰi˥	pʰi˦˥	
屄	屄	pʰi˥	pʰi˦˥	
毴	毴	pʰi˥	pʰi˦˥	
𣭈	𣭈	pʰi˥	pʰi˦˥	
䏘	䏘	pʰi˥	pʰi˦˥	
牝	牝	pʰi˥	pʰi˦˥	
匹	匹	pʰi˨˩	pʰi˨˩	
䏘	䏘	pʰi˨˩	pʰi˨˩	
弼	弼	pʰi˨˩	pʰi˨˩	
皮	皮	pʰi˨˩	pʰi˨˩	
疲	疲	pʰi˨˩	pʰi˨˩	
陂	陂	pʰi˨˩	pʰi˨˩	黄~
脾	脾	pʰi˨˩	pʰi˨˩	
啤	啤	pʰi˨˩	pʰi˨˩	
痺	痺	pʰi˨˩	pʰi˨˩	
痹	痹	pʰi˨˩	pʰi˨˩	
毗	毗	pʰi˨˩	pʰi˨˩	
毘	毘	pʰi˨˩	pʰi˨˩	
枇	枇	pʰi˨˩	pʰi˨˩	
琵	琵	pʰi˨˩	pʰi˨˩	
芘	芘	pʰi˨˩	pʰi˨˩	花草名，锦葵；化学名
辟	辟	pʰi˨˩	pʰi˨˩	
僻	僻	pʰi˨˩	pʰi˨˩	
擗	擗	pʰi˨˩	pʰi˨˩	
𢹐	𢹐	pʰi˨˩	pʰi˨˩	
劈	劈	pʰi˨˩	pʰi˨˩	
孹	孹	pʰi˨˩	pʰi˨˩	
霹	霹	pʰi˨˩	pʰi˨˩	
闢	辟	pʰi˨˩	pʰi˨˩	
癖	癖	pʰi˨˩	pʰi˨˩	
鄙	鄙	pʰi˦˨	pʰi˦˧	
否	否	pʰi˦˨	pʰi˦˧	臧~；~极泰来
痞	痞	pʰi˦˨	pʰi˦˧	
譬	譬	pʰi˦˨	pʰi˦˧	~如
彼	彼	pʰi˦˨	pʰi˦˧	
媲	媲	pʰi˦˨	pʰi˦˧	
毗	毗	pʰi˦˨	pʰi˦˧	
吡	吡	pʰi˦˨	pʰi˦˧	
庇	庇	pʰi˦˨	pʰi˦˧	
匕	匕	pʰi˦˨	pʰi˦˧	
圮	圮	pʰi˦˨	pʰi˦˧	
紕	纰	pʰi˩˧	pʰi˨˦	
庇	庇	pʰi˩˧	pʰi˨˦	~护
屁	屁	pʰi˩˧	pʰi˨˦	
芘	芘	pʰi˩˧	pʰi˨˦	庇护
片	片	pʰi˩˧	pʰi˨˦	鸦~烟；鸦~花
丕	丕	pʰi˩˧	pʰi˨˦	构词法“……~剌沙”
咪	咪	mi˥	mᵇi˦˥	
瞇	眯	mi˥	mᵇi˦˥	
蜜	蜜	mi˥	mᵇi˦˥	甜~~
梅	梅	mi˥	mᵇi˦˥	杨~
妹	妹	mi˥	mᵇi˦˥	白读
微	微	mi˥	mᵇi˦˥	小~~点
奶	奶	mi˥	mᵇi˦˥	乳房
蔤	蔤	mi˨˩	mᵇi˨˩	
密	密	mi˨˩	mᵇi˨˩	
蜜	蜜	mi˨˩	mᵇi˨˩	
迷	迷	mi˨˩	mᵇi˨˩	
醚	醚	mi˨˩	mᵇi˨˩	
彌	弥	mi˨˩	mᵇi˨˩	
瀰	㳽	mi˨˩	mᵇi˨˩	
靡	靡	mi˨˩	mᵇi˨˩	
糜	糜	mi˨˩	mᵇi˨˩	
眉	眉	mi˨˩	mᵇi˨˩	~毛；脑~心，指双眉之间；憨~憨眼；装疯眉翘
汨	汨	mi˨˩	mᵇi˨˩	
泌	泌	mi˨˩	mᵇi˨˩	
秘	秘	mi˨˩	mᵇi˨˩	神~
覓	觅	mi˨˩	mᵇi˨˩	
米	米	mi˦˨	mᵇi˦˧	
迷	迷	mi˩˧	mᵇi˨˦	猫猫~，童谣音；一~头，表示一饮而尽
謎	谜	mi˩˧	mᵇi˨˦	
咪	咪	mi˩˧	mᵇi˨˦	猫猫~，“躲猫猫”游戏中计时结束的口语信号，模仿猫叫
昧	昧	mi˩˧	mᵇi˨˦	
沕	沕	mi˩˧	mᵇi˨˦	~头；~子
底	底	ti˥	ti˦˥	即“的”
低	低	ti˥	ti˦˥	
的	的	ti˥	ti˦˥	文读
點	点	ti˥	ti˦˥	~~个；一~点
滴	滴	ti˥	ti˦˥	~~，拟声词
的	的	ti˨˩	ti˨˩	目~；~确
滴	滴	ti˨˩	ti˨˩	
嫡	嫡	ti˨˩	ti˨˩	
笛	笛	ti˨˩	ti˨˩	
迪	迪	ti˨˩	ti˨˩	
敵	敌	ti˨˩	ti˨˩	
踢	踢	ti˨˩	ti˨˩	~脚扳手
狄	狄	ti˨˩	ti˨˩	
滌	涤	ti˨˩	ti˨˩	
扚	扚	ti˨˩	ti˨˩	文读
迭	迭	ti˨˩	ti˨˩	~忙、~住，指赶忙、抓紧
底	底	ti˦˨	ti˦˧	
抵	抵	ti˦˨	ti˦˧	
弟	弟	ti˩˧	ti˨˦	
第	第	ti˩˧	ti˨˦	
涕	涕	ti˩˧	ti˨˦	
悌	悌	ti˩˧	ti˨˦	
遞	递	ti˩˧	ti˨˦	
帝	帝	ti˩˧	ti˨˦	
隸	隶	ti˩˧	ti˨˦	
逮	逮	ti˩˧	ti˨˦	文读
螮	䗖	ti˩˧	ti˨˦	
地	地	ti˩˧	ti˨˦	
滴	滴	ti˩˧	ti˨˦	娇~~
剔	剔	tʰi˥	tʰi˦˥	白读
梯	梯	tʰi˥	tʰi˦˥	
銻	锑	tʰi˥	tʰi˦˥	
堤	堤	tʰi˨˩	tʰi˨˩	
提	提	tʰi˨˩	tʰi˨˩	
醍	醍	tʰi˨˩	tʰi˨˩	
題	题	tʰi˨˩	tʰi˨˩	
蹄	蹄	tʰi˨˩	tʰi˨˩	
啼	啼	tʰi˨˩	tʰi˨˩	
踢	踢	tʰi˨˩	tʰi˨˩	
惕	惕	tʰi˨˩	tʰi˨˩	
剔	剔	tʰi˨˩	tʰi˨˩	文读
體	体	tʰi˦˨	tʰi˦˧	
替	替	tʰi˩˧	tʰi˨˦	
剃	剃	tʰi˩˧	tʰi˨˦	
嚏	嚏	tʰi˩˧	tʰi˨˦	
戻	戻	tʰi˩˧	tʰi˨˦	
躧	躧	ni˥	nᵈi˦˥	踩着物品磨擦以粉碎破坏；利用路面积水或凸起蹭掉鞋底异物
跜	跜	ni˥	nᵈi˦˥	蠕动
抳	抳	ni˥	nᵈi˦˥	研磨
里	里	ni˥	nᵈi˦˥	即“哩”
哩	哩	ni˥	nᵈi˦˥	叽~咕噜
栗	栗	ni˥	nᵈi˦˥	毛~
黎	黎	ni˨˩	nᵈi˨˩	
犁	犁	ni˨˩	nᵈi˨˩	
梨	梨	ni˨˩	nᵈi˨˩	
離	离	ni˨˩	nᵈi˨˩	
璃	璃	ni˨˩	nᵈi˨˩	
灕	漓	ni˨˩	nᵈi˨˩	
籬	篱	ni˨˩	nᵈi˨˩	
尼	尼	ni˨˩	nᵈi˨˩	
呢	呢	ni˨˩	nᵈi˨˩	直贡~
泥	泥	ni˨˩	nᵈi˨˩	
妮	妮	ni˨˩	nᵈi˨˩	
暱	昵	ni˨˩	nᵈi˨˩	
匿	匿	ni˨˩	nᵈi˨˩	
釐	厘	ni˨˩	nᵈi˨˩	
狸	狸	ni˨˩	nᵈi˨˩	
喱	喱	ni˨˩	nᵈi˨˩	
立	立	ni˨˩	nᵈi˨˩	
粒	粒	ni˨˩	nᵈi˨˩	
栗	栗	ni˨˩	nᵈi˨˩	
礫	砾	ni˨˩	nᵈi˨˩	
䃯	䃯	ni˨˩	nᵈi˨˩	
葎	葎	ni˨˩	nᵈi˨˩	
箻	箻	ni˨˩	nᵈi˨˩	
律	律	ni˨˩	nᵈi˨˩	
聿	聿	ni˨˩	nᵈi˨˩	
力	力	ni˨˩	nᵈi˨˩	
率	率	ni˨˩	nᵈi˨˩	
曆	历	ni˨˩	nᵈi˨˩	
歷	历	ni˨˩	nᵈi˨˩	
瀝	沥	ni˨˩	nᵈi˨˩	
靂	雳	ni˨˩	nᵈi˨˩	
溺	溺	ni˨˩	nᵈi˨˩	
宜	宜	ni˨˩	nᵈi˨˩	
誼	谊	ni˨˩	nᵈi˨˩	白读
疑	疑	ni˨˩	nᵈi˨˩	
逆	逆	ni˨˩	nᵈi˨˩	
倪	倪	ni˨˩	nᵈi˨˩	
掜	掜	ni˨˩	nᵈi˨˩	
婗	婗	ni˨˩	nᵈi˨˩	
霓	霓	ni˨˩	nᵈi˨˩	
凝	凝	ni˨˩	nᵈi˨˩	~定，指发呆走神
儀	仪	ni˨˩	nᵈi˨˩	白读
旎	旎	ni˦˨	nᵈi˦˧	
女	女	ni˦˨	nᵈi˦˧	
旅	旅	ni˦˨	nᵈi˦˧	
膂	膂	ni˦˨	nᵈi˦˧	
禮	礼	ni˦˨	nᵈi˦˧	
履	履	ni˦˨	nᵈi˦˧	
你	你	ni˦˨	nᵈi˦˧	
李	李	ni˦˨	nᵈi˦˧	
理	理	ni˦˨	nᵈi˦˧	
鯉	鲤	ni˦˨	nᵈi˦˧	
俚	俚	ni˦˨	nᵈi˦˧	
娌	娌	ni˦˨	nᵈi˦˧	
哩	哩	ni˦˨	nᵈi˦˧	
裏	里	ni˦˨	nᵈi˦˧	
裡	裡	ni˦˨	nᵈi˦˧	
擬	拟	ni˦˨	nᵈi˦˧	
麗	丽	ni˩˧	nᵈi˨˦	
荔	荔	ni˩˧	nᵈi˨˦	
膩	腻	ni˩˧	nᵈi˨˦	
溺	溺	ni˩˧	nᵈi˨˦	~巴子，指唾沫星子；屙~，指小便
利	利	ni˩˧	nᵈi˨˦	
痢	痢	ni˩˧	nᵈi˨˦	
例	例	ni˩˧	nᵈi˨˦	
詈	詈	ni˩˧	nᵈi˨˦	
吏	吏	ni˩˧	nᵈi˨˦	
戾	戾	ni˩˧	nᵈi˨˦	
唳	唳	ni˩˧	nᵈi˨˦	
蒞	莅	ni˩˧	nᵈi˨˦	
離	离	ni˩˧	nᵈi˨˦	~开；~婚
義	义	ni˩˧	nᵈi˨˦	~气
議	议	ni˩˧	nᵈi˨˦	白读
蟻	蚁	ni˩˧	nᵈi˨˦	蚂~子
藝	艺	ni˩˧	nᵈi˨˦	手~
宜	宜	ni˩˧	nᵈi˨˦	便~，指方便
居	居	tɕi˥	tɕi˦˥	
車	车	tɕi˥	tɕi˦˥	象棋用语
拘	拘	tɕi˥	tɕi˦˥	
驹	驹	tɕi˥	tɕi˦˥	
呴	呴	tɕi˥	tɕi˦˥	叫~，即口哨
俱	俱	tɕi˥	tɕi˦˥	
狙	狙	tɕi˥	tɕi˦˥	
沮	沮	tɕi˥	tɕi˦˥	
苴	苴	tɕi˥	tɕi˦˥	
且	且	tɕi˥	tɕi˦˥	~兰，即今黄平
雞	鸡	tɕi˥	tɕi˦˥	
鷄	鸡	tɕi˥	tɕi˦˥	即“㞓”
稽	稽	tɕi˥	tɕi˦˥	
羈	羁	tɕi˥	tɕi˦˥	
基	基	tɕi˥	tɕi˦˥	
姬	姬	tɕi˥	tɕi˦˥	
機	机	tɕi˥	tɕi˦˥	
譏	讥	tɕi˥	tɕi˦˥	
幾	几	tɕi˥	tɕi˦˥	
飢	饥	tɕi˥	tɕi˦˥	
肌	肌	tɕi˥	tɕi˦˥	
几	几	tɕi˥	tɕi˦˥	
唧	唧	tɕi˥	tɕi˦˥	
擠	挤	tɕi˥	tɕi˦˥	衣物尺码过小；强行穿尺码过小的衣物
臍	脐	tɕi˥	tɕi˦˥	肚~眼
薺	荠	tɕi˥	tɕi˦˥	荸~
